DHT_TEMP_C,DHT_RH,BME_TEMP_C,BME_RH,Pressure_hPa,RH_ERROR(Target)
31.2,70.5,31.57,62.26,1007.3,8.24
31.2,71.2,31.34,63.44,1007.32,7.76
31.1,71,31.29,63.19,1007.33,7.81
31,70.8,31.01,63.87,1007.3,6.93
30.9,71.4,30.91,64.07,1007.32,7.33
30.7,70.5,30.96,63,1007.29,7.5
30.7,71.8,30.96,64.07,1007.31,7.73
30.6,72.7,30.79,65.24,1007.32,7.46
30.6,72.4,30.91,64.46,1007.31,7.94
30.6,71.3,30.76,63.92,1007.31,7.38
30.6,72.9,30.79,65.57,1007.33,7.33
30.6,73.5,30.86,66.4,1007.36,7.1
30.6,73.5,30.66,66.93,1007.35,6.57
30.6,72.9,30.47,66.63,1007.35,6.27
30.5,71.7,30.36,65.57,1007.35,6.13
30.5,71.9,30.24,66.03,1007.28,5.87
30.5,72.9,30.24,67.41,1007.35,5.49
30.4,71.6,30.07,66.67,1007.32,4.93
30.5,72.4,30.26,66.92,1007.28,5.48
30.5,73.9,30.22,68.49,1007.29,5.41
30.5,70.3,30.17,65.35,1007.28,4.95
30.5,70.3,30.05,65.52,1007.29,4.78
30.5,72.3,30.08,67,1007.22,5.3
30.4,70.8,30.08,65.61,1007.26,5.19
30.4,72.3,29.98,67.32,1007.2,4.98
30.3,72.1,30.08,67.03,1007.24,5.07
30.4,72.5,30.29,67.06,1007.25,5.44
30.6,73.7,30.5,67.48,1007.2,6.22
30.7,71,30.46,65.47,1007.21,5.53
30.8,72.1,30.51,66.78,1007.2,5.32
30.9,72,30.59,66.66,1007.2,5.34
31,70.5,30.55,65.1,1007.14,5.4
31,70.8,30.53,65.61,1007.21,5.19
28.6,75.9,28.56,70.32,1007.21,5.58
28.5,75.7,28.41,70.31,1007.21,5.39
28.5,75.5,28.32,70.53,1007.3,4.97
28.4,75.2,28.25,70.14,1007.27,5.06
28.4,75.8,28.35,70.22,1007.26,5.58
28.5,76.2,28.51,70.35,1007.26,5.85
28.6,75.3,28.66,69.46,1007.29,5.84
28.7,75,28.75,69.05,1007.29,5.95
28.8,74.3,28.83,68.37,1007.32,5.93
28.8,73.8,28.64,68.54,1007.32,5.26
28.8,74.5,28.67,69.52,1007.32,4.98
28.8,74.5,28.67,69.29,1007.36,5.21
28.8,75,28.6,70.06,1007.32,4.94
28.7,74.1,28.38,69.54,1007.41,4.56
28.6,74.3,28.34,69.81,1007.37,4.49
28.5,75.5,28.25,71.03,1007.3,4.47
28.4,75.3,28.18,70.47,1007.39,4.83
28.4,75.3,28.22,70.43,1007.41,4.87
28.4,75.2,28.1,70.48,1007.41,4.72
28.4,76.1,28.15,71.38,1007.44,4.72
28.4,76.1,28.16,71.4,1007.45,4.7
28.3,75.6,28.13,70.72,1007.49,4.88
28.3,76.6,28.06,71.69,1007.44,4.91
28.3,75.7,28.04,71.05,1007.46,4.65
28.2,75.2,27.97,70.46,1007.45,4.74
28.2,75.8,27.92,71.07,1007.48,4.73
28.1,75.7,27.88,70.83,1007.46,4.87
28,75.8,27.76,71.07,1007.44,4.73
27.9,75.3,27.62,70.71,1007.47,4.59
27.8,76.2,27.65,71.34,1007.48,4.86
27.8,76.6,27.59,71.51,1007.44,5.09
27.8,77,27.73,71.72,1007.46,5.28
27.9,77.3,27.77,71.61,1007.46,5.69
27.8,76.6,27.82,71.24,1007.45,5.36
27.9,77.5,27.78,71.95,1007.49,5.55
27.9,76.9,27.8,71.58,1007.48,5.32
27.9,77.7,27.88,72.14,1007.47,5.56
28,77.6,27.96,71.76,1007.49,5.84
28,77.3,27.81,71.96,1007.5,5.34
28,76.9,27.8,72.07,1007.44,4.83
28,77.6,27.83,72.46,1007.48,5.14
28,77.4,27.87,72.21,1007.5,5.19
28,76.3,27.71,71.64,1007.45,4.66
27.9,77.7,27.59,72.94,1007.47,4.76
27.8,77.5,27.55,72.81,1007.54,4.69
27.8,79.1,27.52,74.38,1007.52,4.72
27.7,78.6,27.58,73.41,1007.52,5.19
27.7,79.6,27.64,74.22,1007.53,5.38
27.7,80.1,27.63,74.95,1007.58,5.15
27.7,79.4,27.41,74.83,1007.53,4.57
27.1,79.9,27.07,75.15,1007.08,4.75
27.3,79.4,27.03,75.26,1007.15,4.14
27.2,79.7,26.85,76.25,1007.11,3.45
27.1,80.3,26.79,76.84,1007.08,3.46
27.1,80.5,26.73,77.04,1007.09,3.46
27,80.3,26.65,76.98,1007.1,3.32
26.9,80.5,26.68,76.83,1007.07,3.67
26.9,80.9,26.69,77.14,1007.07,3.76
26.9,81,26.63,77.27,1007.06,3.73
26.8,81.2,26.64,77.48,1007.03,3.72
26.9,81.3,26.66,77.47,1007.03,3.83
26.9,81.4,26.69,77.35,1007.02,4.05
26.8,81.8,26.66,77.64,1006.97,4.16
26.8,82,26.68,77.87,1006.94,4.13
26.8,82.3,26.65,78.2,1006.97,4.1
26.8,82.1,26.65,78.09,1006.99,4.01
26.8,82.5,26.62,78.49,1006.92,4.01
26.8,82.6,26.62,78.63,1006.92,3.97
26.8,82.6,26.64,78.46,1006.96,4.14
26.8,82.5,26.63,78.63,1006.99,3.87
26.8,82.6,26.59,78.68,1006.97,3.92
26.8,82.7,26.58,78.77,1007,3.93
26.8,82.5,26.56,78.56,1007.01,3.94
26.7,82.8,26.53,79.09,1006.99,3.71
26.7,82.9,26.54,79.05,1006.99,3.85
26.7,82.8,26.53,78.98,1006.98,3.82
26.7,82.7,26.52,78.97,1006.98,3.73
26.7,83,26.49,79.06,1006.99,3.94
26.7,83,26.47,79.21,1006.95,3.79
26.7,83.2,26.49,79.39,1006.97,3.81
26.7,83.3,26.53,79.47,1006.95,3.83
26.7,83.5,26.52,79.69,1006.93,3.81
26.7,83.7,26.56,79.61,1006.92,4.09
26.6,83.5,26.48,79.73,1006.91,3.77
26.7,83.4,26.49,79.61,1006.92,3.79
26.7,83.5,26.51,79.81,1006.89,3.69
26.7,83.8,26.48,80.09,1006.94,3.71
26.6,84,26.49,80.19,1006.91,3.81
26.7,84,26.51,80,1006.88,4
26.6,84,26.53,80.07,1006.88,3.93
26.7,84.1,26.55,80.13,1006.82,3.97
26.7,84.5,26.54,80.38,1006.86,4.12
26.7,84.3,26.53,80.36,1006.82,3.94
26.7,84.7,26.48,80.86,1006.85,3.84
26.7,84.6,26.49,80.92,1006.88,3.68
26.6,84.2,26.38,80.39,1006.94,3.81
26.6,84.1,26.32,80.62,1006.91,3.48
26.5,84.5,26.32,80.86,1006.86,3.64
26.5,84.8,26.32,81.06,1006.9,3.74
26.5,84.9,26.34,81.12,1006.85,3.78
26.5,85,26.36,81.21,1006.87,3.79
26.5,85.2,26.38,81.27,1006.94,3.93
26.5,85.1,26.36,81.34,1006.93,3.76
26.5,84.9,26.34,81.12,1006.94,3.78
26.5,84.5,26.29,80.84,1006.9,3.66
26.5,84.5,26.24,80.97,1006.91,3.53
26.4,84.7,26.22,81.24,1006.9,3.46
26.4,85,26.27,81.27,1006.87,3.73
26.4,85.3,26.28,81.48,1006.85,3.82
26.4,85.2,26.25,81.4,1006.85,3.8
26.4,85.3,26.25,81.66,1006.86,3.64
26.4,85.3,26.25,81.56,1006.91,3.74
26.4,85.4,26.25,81.54,1006.83,3.86
26.4,84.6,26.21,81.06,1006.89,3.54
26.4,84.8,26.19,81.18,1006.84,3.62
26.4,85,26.19,81.33,1006.83,3.67
26.4,85.6,26.21,81.75,1006.81,3.85
26.4,85.6,26.23,81.78,1006.79,3.82
26.4,85.5,26.19,81.74,1006.83,3.76
26.3,85.5,26.21,81.66,1006.78,3.84
26.3,85.6,26.22,82.03,1006.79,3.57
26.3,85.8,26.21,82.14,1006.76,3.66
26.4,85.9,26.26,82.02,1006.79,3.88
26.4,86.1,26.28,82.19,1006.82,3.91
26.4,86,26.26,82.14,1006.88,3.86
26.4,86.2,26.22,82.47,1006.81,3.73
26.3,86,26.19,82.39,1006.83,3.61
26.4,86.4,26.21,82.61,1006.85,3.79
26.3,86.4,26.2,82.69,1006.85,3.71
26.3,86.6,26.18,82.88,1006.83,3.72
26.3,86.7,26.22,82.92,1006.86,3.78
26.4,86.7,26.21,82.92,1006.84,3.78
26.3,86.8,26.25,83.04,1006.88,3.76
26.4,86.9,26.25,83.09,1006.9,3.81
26.4,86.8,26.21,83.05,1006.91,3.75
26.3,86.8,26.16,83.09,1006.97,3.71
26.3,86.9,26.14,83.22,1006.97,3.68
26.3,87.1,26.16,83.47,1006.95,3.63
26.3,87.2,26.2,83.43,1007.11,3.77
26.3,87,26.16,83.42,1007.06,3.58
26.3,87.1,26.08,83.77,1007.11,3.33
26.3,87.3,26.07,83.86,1007.08,3.44
26.2,87.6,26.04,84.29,1007.12,3.31
26.2,87.8,26.08,84.21,1007.12,3.59
26.2,87.9,26.12,84.24,1007.21,3.66
26.3,88,26.15,84.15,1007.21,3.85
26.2,88.1,26.15,84.14,1007.2,3.96
26.3,87.7,26.13,84.08,1007.26,3.62
26.3,87.8,26.08,84.28,1007.3,3.52
26.3,87.6,26.09,84.09,1007.31,3.51
26.3,87.7,26.12,84.01,1007.31,3.69
26.3,87.5,26.11,83.91,1007.38,3.59
26.3,87.4,26.09,83.88,1007.3,3.52
26.2,86.9,25.99,83.71,1007.33,3.19
26.2,87.1,26,83.73,1007.35,3.37
26.2,87.3,25.99,83.89,1007.38,3.41
26.2,86.6,25.93,83.36,1007.39,3.24
26.2,86.6,25.93,83.3,1007.38,3.3
26.1,86.9,25.92,83.45,1007.43,3.45
26.2,86.5,25.88,83.23,1007.33,3.27
26,86.5,25.81,83.31,1007.31,3.19
26.1,86.7,25.79,83.38,1007.26,3.32
26,86.7,25.81,83.31,1007.32,3.39
26,86.8,25.79,83.32,1007.3,3.48
26,86.6,25.78,83.14,1007.26,3.46
26,86.7,25.82,83.12,1007.28,3.58
26,86.8,25.87,83.22,1007.28,3.58
26,86.9,25.87,83.2,1007.24,3.7
26,86.4,25.82,82.87,1007.16,3.53
26,86.1,25.78,82.74,1007.15,3.36
26,86.1,25.75,82.67,1007.17,3.43
25.9,86.7,25.76,83.11,1007.1,3.59
25.9,86.5,25.75,83.08,1007.13,3.42
25.9,86.7,25.77,83.04,1007.09,3.66
25.9,86.3,25.74,82.8,1007.03,3.5
25.9,86.2,25.7,82.75,1006.9,3.45
25.9,86.4,25.71,82.87,1006.97,3.53
25.9,86.3,25.68,82.78,1006.93,3.52
25.9,86.3,25.71,82.73,1006.93,3.57
25.9,86.5,25.71,82.99,1006.84,3.51
25.9,86.8,25.76,82.98,1006.9,3.82
26,87,25.94,83.02,1006.92,3.98
26.1,86.2,25.98,82.31,1006.88,3.89
26.1,86,25.99,82.32,1006.95,3.68
26.2,86.2,26.05,82.41,1006.9,3.79
26.1,85.7,26.02,81.9,1006.87,3.8
26.1,85.1,25.96,81.65,1006.82,3.45
26.1,85.6,25.96,81.95,1006.85,3.65
26.2,87.1,26,83.12,1006.83,3.98
26.1,85.8,25.98,82.83,1006.93,2.97
26.1,85.9,25.98,82.31,1006.87,3.59
26.1,85.4,25.94,82.39,1006.9,3.01
26.1,85.5,25.95,81.85,1006.98,3.65
26.1,85.1,25.97,81.51,1007.04,3.59
26.1,84.9,25.88,81.57,1007.02,3.33
26.1,85.4,25.87,81.83,1007.09,3.57
26,85.5,26.06,81.81,1007,3.69
26.1,85.6,26.06,81.62,1007.03,3.98
26.1,85.6,26.07,81.52,1007.05,4.08
26.1,85.5,25.99,81.64,1007.05,3.86
26.1,85.6,25.95,81.84,1007.05,3.76
26.1,85.7,25.95,81.87,1007.12,3.83
26.1,85.8,25.92,81.93,1007.08,3.87
26.1,85.8,25.88,82.11,1007.09,3.69
26.1,86,25.89,82.19,1007.11,3.81
26.1,86,25.89,82.17,1007.09,3.83
26.1,86,25.91,82.25,1007.14,3.75
26.1,85.9,25.91,82.16,1007.08,3.74
26.1,85.7,25.93,82.12,1007.15,3.58
26.1,85.8,25.91,82.11,1007.14,3.69
26.1,85.5,25.9,81.89,1007.16,3.61
26.1,85.3,25.9,81.88,1007.17,3.42
26.1,85.6,25.91,81.92,1007.2,3.68
26.1,85.8,25.93,82.07,1007.24,3.73
26.1,85.9,25.93,82.13,1007.29,3.77
26.1,85.7,25.9,82.26,1007.34,3.44
26.1,85.6,25.88,82.03,1007.29,3.57
26.1,85.5,25.87,82.01,1007.31,3.49
26.1,85.7,25.88,82.11,1007.29,3.59
26.1,85.7,25.86,82.14,1007.29,3.56
26,85.8,25.86,82.23,1007.29,3.57
26.1,86,25.87,82.25,1007.26,3.75
26.1,85.8,25.85,82.29,1007.27,3.51
26,85.9,25.88,82.29,1007.24,3.61
26.1,85.9,25.88,82.34,1007.24,3.56
26.1,86.1,25.9,82.43,1007.21,3.67
26.1,86.2,25.91,82.49,1007.27,3.71
26.1,86.1,25.91,82.56,1007.29,3.54
26.1,85.8,25.86,82.45,1007.21,3.35
26,85.5,25.78,82.21,1007.15,3.29
26,85.5,25.74,82.22,1007.21,3.28
25.9,85.7,25.72,82.33,1007.18,3.37
26,85.4,25.67,82.3,1007.17,3.1
25.9,85.6,25.7,82.29,1007.19,3.31
25.9,85.9,25.71,82.4,1007.2,3.5
25.9,85.8,25.71,82.44,1007.2,3.36
25.9,85.9,25.67,82.5,1007.16,3.4
25.9,85.9,25.69,82.47,1007.22,3.43
25.9,86.1,25.69,82.54,1007.16,3.56
25.9,86.1,25.71,82.56,1007.17,3.54
25.9,86.1,25.71,82.5,1007.19,3.6
25.9,86,25.72,82.52,1007.17,3.48
25.9,86.1,25.73,82.56,1007.16,3.54
25.9,86.3,25.75,82.65,1007.14,3.65
25.9,86.2,25.72,82.61,1007.19,3.59
26,86,25.71,82.58,1007.12,3.42
25.9,86,25.7,82.6,1007.17,3.4
25.9,86.1,25.67,82.7,1007.17,3.4
25.9,86.3,25.67,82.75,1007.17,3.55
25.9,86.3,25.66,82.83,1007.2,3.47
25.8,86.3,25.64,82.85,1007.24,3.45
25.9,86.4,25.65,82.91,1007.22,3.49
25.9,86.5,25.68,82.92,1007.3,3.58
25.9,86.6,25.7,82.97,1007.36,3.63
25.9,86.6,25.72,83.01,1007.42,3.59
25.9,86.5,25.7,83.15,1007.41,3.35
25.9,86.5,25.71,83,1007.46,3.5
25.9,86.4,25.72,82.93,1007.46,3.47
25.9,86.3,25.7,82.83,1007.52,3.47
25.9,86.2,25.68,82.84,1007.58,3.36
25.9,85.8,25.63,82.56,1007.63,3.24
25.9,85.8,25.62,82.5,1007.61,3.3
25.8,85.9,25.62,82.5,1007.59,3.4
25.8,86,25.6,82.54,1007.57,3.46
25.8,86.1,25.59,82.61,1007.64,3.49
25.8,86.1,25.58,82.67,1007.58,3.43
25.8,86.2,25.59,82.76,1007.6,3.44
25.8,86.2,25.6,82.82,1007.62,3.38
25.8,86.4,25.59,82.94,1007.63,3.46
25.8,86.5,25.59,83.02,1007.61,3.48
25.7,86.6,25.58,83.19,1007.66,3.41
25.8,86.7,25.6,83.15,1007.67,3.55
25.8,86.5,25.61,83.02,1007.67,3.48
25.8,86.4,25.62,82.98,1007.66,3.42
25.8,86.6,25.62,83.07,1007.61,3.53
25.8,86.6,25.63,83.04,1007.59,3.56
25.8,86.5,25.63,82.99,1007.63,3.51
25.8,86.4,25.62,82.91,1007.66,3.49
25.8,86.4,25.61,82.93,1007.6,3.47
25.8,86.3,25.58,82.9,1007.6,3.4
25.8,86.2,25.58,82.88,1007.63,3.32
25.8,86.2,25.57,82.88,1007.65,3.32
25.7,86.6,25.55,83.09,1007.64,3.51
25.8,86.6,25.55,83.11,1007.62,3.49
25.7,86.6,25.56,83.06,1007.64,3.54
25.7,86.5,25.57,83,1007.65,3.5
25.7,86.6,25.58,83.01,1007.66,3.59
25.8,86.5,25.51,83.09,1007.66,3.41
25.7,86.4,25.51,83.14,1007.66,3.26
25.7,86.6,25.51,83.14,1007.69,3.46
25.7,86.5,25.46,83.32,1007.69,3.18
25.7,86.8,25.44,83.41,1007.7,3.39
25.7,87,25.44,83.49,1007.67,3.51
25.6,86.9,25.46,83.5,1007.75,3.4
25.7,86.8,25.48,83.47,1007.75,3.33
25.6,86.9,25.46,83.42,1007.79,3.48
25.6,86.9,25.46,83.43,1007.76,3.47
25.6,87,25.46,83.53,1007.8,3.47
25.7,87.2,25.44,83.62,1007.86,3.58
25.6,87.2,25.43,83.75,1007.85,3.45
25.6,87.2,25.43,83.79,1007.91,3.41
25.6,87.3,25.43,83.79,1007.93,3.51
25.6,87.3,25.43,83.84,1007.96,3.46
25.6,87.3,25.44,83.83,1007.97,3.47
25.6,87.3,25.47,83.81,1007.99,3.49
25.7,87.2,25.46,83.72,1007.99,3.48
25.6,87.2,25.45,83.8,1008.01,3.4
25.6,87.1,25.46,83.79,1007.99,3.31
25.7,87.2,25.43,83.81,1008,3.39
25.6,87.1,25.43,83.81,1008.02,3.29
25.6,87.2,25.43,83.82,1007.98,3.38
25.6,87.1,25.42,83.84,1008,3.26
25.6,87,25.4,83.67,1007.95,3.33
25.6,87.1,25.37,83.77,1007.97,3.33
25.6,87.2,25.36,83.82,1007.96,3.38
25.6,87.2,25.31,83.99,1007.97,3.21
25.5,87.2,25.31,83.97,1007.95,3.23
25.5,87.3,25.33,84.02,1007.92,3.28
25.5,87.4,25.35,84.05,1007.9,3.35
25.5,87.3,25.33,84.06,1007.9,3.24
25.5,87.4,25.32,84.12,1007.94,3.28
25.5,87.3,25.3,84.07,1007.92,3.23
25.5,87.3,25.28,84.03,1007.84,3.27
25.5,87.2,25.28,84.04,1007.82,3.16
25.5,87.6,25.3,84.1,1007.78,3.5
25.4,87.5,25.3,84.12,1007.82,3.38
25.5,87.4,25.29,84.16,1007.78,3.24
25.5,87.4,25.3,84.12,1007.72,3.28
25.4,87.2,25.29,84,1007.75,3.2
25.4,87.2,25.27,83.92,1007.73,3.28
25.5,87.1,25.3,83.93,1007.77,3.17
25.5,87.4,25.29,84.01,1007.78,3.39
25.5,87.4,25.31,84.04,1007.78,3.36
25.5,87.3,25.29,83.98,1007.74,3.32
25.4,87.4,25.28,84.01,1007.83,3.39
25.5,87,25.24,83.89,1007.79,3.11
25.5,87,25.2,83.94,1007.81,3.06
25.4,86.9,25.17,83.87,1007.84,3.03
25.4,87.1,25.18,83.89,1007.82,3.21
25.4,87.1,25.18,83.91,1007.81,3.19
25.5,87.2,25.19,84.01,1007.86,3.19
25.4,87.4,25.2,84.02,1007.89,3.38
25.4,87.2,25.19,84.05,1007.87,3.15
25.4,87.1,25.17,83.98,1007.85,3.12
25.4,87.2,25.19,83.89,1007.91,3.31
25.4,87.1,25.19,83.81,1007.91,3.29
25.4,87.3,25.19,83.83,1007.89,3.47
25.4,87.1,25.21,83.8,1007.9,3.3
25.4,87.1,25.21,83.71,1007.95,3.39
25.4,86.8,25.16,83.53,1007.96,3.27
25.4,86.4,25.15,83.42,1007.96,2.98
25.4,86.7,25.12,83.47,1007.94,3.23
25.3,86.8,25.12,83.6,1008,3.2
25.3,86.7,25.13,83.55,1008.01,3.15
25.3,86.8,25.14,83.48,1008,3.32
25.4,86.7,25.14,83.47,1008.05,3.23
25.4,86.7,25.15,83.51,1008.03,3.19
25.4,86.9,25.17,83.54,1007.96,3.36
25.4,86.8,25.17,83.53,1008,3.27
25.4,86.9,25.19,83.54,1007.98,3.36
25.4,86.9,25.21,83.56,1008.01,3.34
25.4,86.8,25.2,83.56,1007.96,3.24
25.4,86.8,25.21,83.54,1008.02,3.26
27.5,86.5,26.3,84.93,1007.75,1.57
27.4,86.3,26.34,84.79,1007.76,1.51
27.7,86.5,26.29,84.75,1007.78,1.75
27.7,86.2,26.33,84.56,1007.78,1.64
27.7,85.7,26.35,84.55,1007.78,1.15
27.8,85.2,26.38,84.48,1007.76,0.72
27.8,84.6,26.4,84.39,1007.78,0.21
27.8,84.4,26.41,84.32,1007.76,0.08
27.8,84.4,26.42,84.26,1007.73,0.14
27.8,84.1,26.43,84.2,1007.76,-0.1
27.8,83.8,26.44,84.17,1007.71,-0.37
27.9,83.7,26.44,84.12,1007.76,-0.42
27.8,83.6,26.45,84.1,1007.72,-0.5
27.8,83.7,26.46,84.03,1007.71,-0.33
27.8,83.6,26.47,84.02,1007.72,-0.42
27.9,83.7,26.47,84,1007.74,-0.3
27.9,83.8,26.48,83.98,1007.73,-0.18
27.8,83.6,26.49,83.93,1007.72,-0.33
27.9,83.5,26.48,83.96,1007.74,-0.46
27.9,83.2,26.51,83.72,1007.72,-0.52
26.7,85.5,27.56,78.48,1007.84,7.02
26.6,85.7,26.62,81.08,1007.86,4.62
26.4,86.4,26.13,82.84,1007.88,3.56
26.1,87.3,25.66,84.99,1007.86,2.31
26,87.8,25.5,85.48,1007.89,2.32
25.8,88.6,25.26,86.5,1007.9,2.1
25.7,89,25.19,87,1007.86,2
25.6,89.5,25.13,87.6,1007.87,1.9
25.6,89.7,25.1,87.88,1007.86,1.82
25.5,90.3,25.06,88.22,1007.95,2.08
25.5,90.5,25.07,88.25,1007.87,2.25
25.5,90.6,25.05,88.55,1007.95,2.05
25.4,90.7,25.01,88.56,1007.91,2.14
25.4,90.8,25.01,88.48,1007.88,2.32
25.4,90.6,25.05,88.34,1007.92,2.26
25.4,90.9,25.06,88.43,1007.91,2.47
25.4,90.9,25.02,88.66,1007.97,2.24
25.4,90.9,24.98,88.78,1007.95,2.12
25.4,90.9,24.98,88.63,1007.97,2.27
25.4,91,24.95,88.77,1007.97,2.23
25.4,90.9,24.95,88.69,1007.95,2.21
25.3,91,24.96,88.82,1008.01,2.18
25.4,91.1,24.97,88.93,1008.02,2.17
25.4,91.1,25.01,88.83,1008.08,2.27
25.4,91.3,25.03,88.74,1008.04,2.56
25.4,91.2,25.06,88.69,1007.96,2.51
25.4,91.2,25.07,88.67,1008.03,2.53
25.4,91.1,25.09,88.71,1008.06,2.39
25.4,91.2,25.05,88.79,1008.05,2.41
25.4,91.1,24.98,88.91,1008.03,2.19
25.4,91,24.97,88.92,1008.07,2.08
25.4,91,25,88.89,1008.09,2.11
25.4,91.2,25.02,88.77,1008.08,2.43
25.4,91.1,24.99,88.84,1008.14,2.26
25.3,91,24.92,88.77,1008.09,2.23
25.3,91.1,24.92,88.81,1008.06,2.29
25.3,91.1,24.94,88.85,1008.05,2.25
25.3,91.1,24.98,88.77,1008.07,2.33
25.4,91.2,25,88.78,1008.09,2.42
25.4,91.4,25.02,88.74,1008.08,2.66
25.4,91.3,25.05,88.74,1008.1,2.56
25.4,91.4,25.06,88.78,1008.07,2.62
25.4,91.3,25.08,88.75,1008.03,2.55
25.4,91.3,25.09,88.76,1008.05,2.54
25.4,91.3,25.05,88.89,1008.05,2.41
25.4,91.3,25.03,88.98,1008.04,2.32
25.4,91.3,24.98,89.05,1008.02,2.25
25.3,91.3,24.96,89.1,1008.05,2.2
25.3,91.5,24.96,89.15,1008,2.35
25.3,91.5,24.95,89.24,1008.04,2.26
25.3,91.6,24.95,89.25,1008.03,2.35
25.3,91.7,24.97,89.26,1008.02,2.44
25.3,91.8,24.99,89.21,1008.01,2.59
25.3,91.5,24.93,89.26,1008.07,2.24
25.3,91.6,24.94,89.17,1008.03,2.43
25.3,91.6,24.97,89.18,1008.07,2.42
25.3,91.7,24.98,89.15,1008.05,2.55
25.3,91.5,24.98,89.07,1007.98,2.43
25.4,91.6,24.98,89.12,1008.05,2.48
25.3,91.6,24.95,89.21,1008.05,2.39
25.3,91.8,24.96,89.37,1008.04,2.43
25.3,91.8,24.94,89.37,1008.03,2.43
25.3,91.8,24.98,89.28,1008.07,2.52
25.3,91.7,24.98,89.28,1008.06,2.42
25.3,91.9,24.98,89.44,1008.07,2.46
25.3,92,25,89.41,1008.05,2.59
25.4,91.8,25.02,89.27,1008.06,2.53
25.3,91.8,25,89.34,1008.08,2.46
25.3,91.8,25,89.29,1008.07,2.51
25.4,91.9,25.03,89.26,1008.09,2.64
25.4,91.8,25.04,89.23,1008.06,2.57
25.4,91.7,25.07,89.24,1008.09,2.46
25.4,91.8,25.07,89.19,1008.04,2.61
25.4,91.6,25.05,89.12,1008.04,2.48
25.4,91.6,25.07,89.09,1008.03,2.51
25.4,91.5,25.09,89.07,1008.04,2.43
25.4,91.5,25.11,89.03,1008.04,2.47
25.4,91.6,25.12,88.98,1008.11,2.62
25.4,91.8,25.14,89.1,1008.13,2.7
25.5,91.7,25.14,89.09,1008.07,2.61
25.4,91.8,25.16,89.12,1008.11,2.68
25.5,91.7,25.17,89.1,1008.11,2.6
25.5,91.6,25.18,89.06,1008.13,2.54
25.5,91.7,25.18,89.06,1008.15,2.64
25.5,91.5,25.18,88.96,1008.13,2.54
25.5,91.4,25.18,88.93,1008.09,2.47
25.5,91.4,25.19,88.88,1008.14,2.52
25.5,91.5,25.19,88.87,1008.16,2.63
25.6,91.4,25.2,88.87,1008.15,2.53
25.6,91.4,25.18,88.87,1008.15,2.53
25.5,91.1,25.18,88.8,1008.1,2.3
25.5,91.1,25.17,88.72,1008.13,2.38
25.5,91.6,25.2,88.99,1008.12,2.61
25.5,91.4,25.21,88.9,1008.13,2.5
25.5,91.3,25.18,88.93,1008.11,2.37
25.5,91.3,25.16,88.97,1008.1,2.33
25.5,91.6,25.17,89.06,1008.11,2.54
25.5,91.7,25.16,89.13,1008.06,2.57
25.5,91.8,25.19,89.1,1008.11,2.7
25.5,91.6,25.21,89.06,1008.03,2.54
25.6,91.5,25.24,89.05,1008.04,2.45
25.6,91.6,25.26,88.99,1008.04,2.61
25.5,91.6,25.25,88.98,1008.06,2.62
25.6,91.5,25.26,88.91,1008.03,2.59
25.6,91.4,25.24,88.84,1008.06,2.56
25.6,91.4,25.25,88.81,1008.06,2.59
25.6,91.2,25.25,88.79,1008.08,2.41
25.6,91.3,25.24,88.81,1008.08,2.49
25.6,91.4,25.25,88.85,1008.14,2.55
25.6,91.4,25.26,88.94,1008.09,2.46
28.6,80.7,26.4,84.84,1007.63,-4.14
28.5,80.7,26.42,84.76,1007.69,-4.06
28.5,80.7,26.44,84.65,1007.7,-3.95
28.5,81,26.45,84.58,1007.64,-3.58
28.5,81,26.46,84.53,1007.65,-3.53
28.5,80.9,26.47,84.46,1007.71,-3.56
28.5,80.9,26.48,84.49,1007.69,-3.59
28.4,81.1,26.48,84.23,1007.69,-3.13
28.4,81.3,26.48,84.27,1007.67,-2.97
28.4,81,26.49,84.32,1007.7,-3.32
28.4,81.1,26.5,84.29,1007.68,-3.19
28.4,81.2,26.5,84.22,1007.64,-3.02
28.4,81.1,26.5,84.12,1007.7,-3.02
28.4,81.3,26.51,84.1,1007.67,-2.8
28.4,81.1,26.51,84.07,1007.69,-2.97
28.3,81.3,26.52,84.08,1007.72,-2.78
28.3,81.2,26.52,84.11,1007.7,-2.91
28.3,81.3,26.52,84.1,1007.7,-2.8
28.3,81.4,26.52,84.1,1007.69,-2.7
28.3,81.4,26.53,84.1,1007.69,-2.7
28.3,81.7,26.54,84.08,1007.68,-2.38
28.3,81.7,26.54,84.08,1007.72,-2.38
28.2,81.8,26.54,84.08,1007.7,-2.28
28.2,81.8,26.56,84.1,1007.68,-2.3
28.2,81.9,26.56,84.06,1007.74,-2.16
28.2,82.1,26.57,84.04,1007.68,-1.94
28.2,82.2,26.57,84,1007.69,-1.8
28.2,82.1,26.58,83.94,1007.68,-1.84
28.2,82.6,26.58,83.91,1007.71,-1.31
28.1,82.6,26.58,83.81,1007.68,-1.21
28.2,82.7,26.58,83.8,1007.67,-1.1
28.2,82.7,26.59,83.82,1007.69,-1.12
28.2,82.7,26.59,83.8,1007.67,-1.1
24.4,90,25.25,81.38,1009.3,8.62
24.4,90.3,24.96,83.09,1009.35,7.21
24.3,90.2,24.67,83.84,1009.29,6.36
24.1,91,24.32,85.56,1009.3,5.44
24.1,91.6,24.3,86.2,1009.28,5.4
